Name,Club,Position,Overall
César Romero,Blooming,RB,60
Jake Rooney,Derby County,CB,60
Marius Ros,Pau FC,RWB,60
Joseph Rosales,Minnesota United,CDM,60
Romario Rösch,SSV Ulm 1846,RW,60
Nils Rossen,N.E.C. Nijmegen,CM,60
Iulian Roșu,FC Dinamo 1948,CAM,60
Aaron Rowe,Crewe Alexandra,RB,60
Zak Rudden,Dundee FC,ST,60
Jacen Russell-Rowe,Columbus Crew,ST,60
Salazar,R. Valladolid CF,ST,60
Nathan-Dylan Saliba,CF Montréal,CM,60
Max Sanders,Leyton Orient,CM,60
Tom Sang,Port Vale,RWB,60
Tom Sanne,Hamburger SV,ST,60
Romain Sans,US Concarneau,LB,60
Antonio Satriano,Heracles Almelo,ST,60
Nikolas Sattlberger,SK Rapid Wien,CDM,60
David Savic,Düsseldorf,RB,60
Tobias Schättin,FC Winterthur,LB,60
Sem Scheperman,Heracles Almelo,CDM,60
Joshua Schwirten,FC Erzgebirge Aue,CM,60
Cedwyn Scott,Notts County,LW,60
Jack Senior,Doncaster,LB,60
Jong-min Seo,Dynamo Dresden,CAM,60
Sorin Șerban,Politehnica Iași,LB,60
Femi Seriki,Sheffield Utd,RWB,60
Tyrese Shade,Swindon Town,RW,60
Max Sheaf,Ross County,CAM,60
Shi Liang,Meizhou Hakka,CDM,60
Georgios Sideras,Panathinaikos,CB,60
Berna,Boavista FC,CM,60
Hugo Oliveira,FC Vizela,RB,60
Vinicius Mello,Charlotte FC,ST,60
Aidan Simmons,WS Wanderers,RB,60
Toby Sims,Harrogate Town,RB,60
Manvir Singh,ATK Mohun Bagan,RW,60
Jeakson Singh,Kerala Blasters,CDM,60
Jacques Siwe,En Avant Guingamp,ST,60
Cammy Smith,Morecambe,CAM,60
Matty Smith,Shelbourne,LW,60
Frederic Soelle Soelle,KV Mechelen,ST,60
Erwin Softić,Blau-Weiss Linz,CB,60
Yann Songo'o,Morecambe,CDM,60
Lucas Soto,Colo-Colo,CM,60
Deji Sotona,Doncaster,LW,60
Omar Sowunmi,Sutton United,CB,60
Martin Spelmann,Hvidovre IF,CM,60
Brodie Spencer,Motherwell,RB,60
Dominik Steczyk,Ruch Chorzów,ST,60
Mateusz Stępień,Stal Mielec,RM,60
Jarne Steuckers,STVV,CAM,60
Lennart Stoll,SSV Ulm 1846,RM,60
Georg Strauch,1. FC Köln,CDM,60
Sun Guowen,Shandong Taishan,LB,60
Finn Surman,Well. Phoenix,CB,60
Wadi Ibrahim Suzuki,Girona FC,ST,60
Óskar Sverrisson,Varbergs BoIS,LWB,60
Kamarai Swyer,Crawley Town,CAM,60
Ilias Takidine,RKC Waalwijk,LM,60
Adam Thompson,Leyton Orient,RB,60
Kosi Thompson,Lillestrøm SK,RB,60
Ross Tierney,Walsall,CAM,60
Callum Timmins,Newcastle Jets,CM,60
Emir Tintiş,Karagümrük SK,LB,60
Dawid Tkacz,Widzew Łódź,CAM,60
Darell Tokpa,Amiens SC,ST,60
Keke Topp,FC Schalke 04,ST,60
Louis Torres,Cercle Brugge,LB,60
Juan David Torres,Millonarios,LW,60
Samson Tovide,Colchester,ST,60
Jacob Tratt,Western United,CB,60
Kris Twardek,Bohemian FC,RM,60
Takashi Uchino,Düsseldorf,RB,60
Leonardo Buta,Gil Vicente,LB,60
Kacper Urbański,Bologna,CAM,60
Jochem van de Kamp,Almere City FC,CM,60
Bas Van Den Eynden,KV Mechelen,CDM,60
Javier Vargas,O. Petrolero,LM,60
Diego Vasquez,Central Córdoba,ST,60
Anibal Vega,S. Ameliano,ST,60
Samuel Velásquez,Atl. Nacional,LB,60
Deian Verón,Estudiantes,CM,60
Robert Voloder,Sporting KC,CB,60
Nazar Voloshyn,Dynamo Kyiv,RM,60
Leo Walta,Mjällby AIF,CM,60
Wang Yi,Wuhan 3 Towns,RB,60
Wang Qiuming,Tianjin JMT FC,CAM,60
Wang Jie,Nantong Zhiyun FC,CB,60
Wang Peng,Cangzhou FC,CB,60
Keith Ward,Dundalk,CAM,60
Billy Waters,Wrexham AFC,ST,60
David Watson,Kilmarnock,CM,60
Lasse Wehmeyer,Heracles Almelo,CAM,60
Nana Welbeck,Catanzaro,CM,60
Moritz Wels,FK Austria Wien,CAM,60
Zain Westbrooke,Doncaster,CM,60
Corey Whelan,Carlisle United,CB,60
Joe White,Crewe Alexandra,CAM,60
Aaron Wildig,Newport County,CM,60
Tyreke Wilson,Shelbourne,LWB,60
Patrick Wood,Sydney FC,ST,60
Will Wright,Crawley Town,RB,60
Roman Yakuba,Puszcza,CB,60
Yang Shiyuan,Shanghai Port,CDM,60
Darren Yapi,Colorado Rapids,ST,60
Irakli Yegoian,FC Twente,CAM,60
Gerard Yepes,Sampdoria,CM,60
Johannes Yli-Kokko,Dundalk,CAM,60
Yu Hai,Shanghai Port,CB,60
Yun Il Lok,Gangwon FC,LM,60
Yun Young Sun,Jeonbuk Hyundai,CB,60
Patryk Zaucha,Cracovia,LM,60
Aaron Zehnter,FC Augsburg,LB,60
Viktor Zentrich,Unterhaching,CB,60
Zhang Yuan,Beijing Guoan,CM,60
Zhang Wentao,Wuhan 3 Towns,CB,60
Zhao Yuhao,Henan SSLM FC,CB,60
Valon Zumberi,Hamburger SV,CB,60
James Abankwah,Charlton Ath,CB,59
Nelson Abbey,Reading,CB,59
Ifunanyachi Achara,Houston Dynamo,LM,59
Hakeeb Adelakun,Lincoln City,RW,59
Albion Ademi,IFK Värnamo,LM,59
Miliciades Adorno,S. Ameliano,ST,59
Oskar Ågren,SJ Earthquakes,CB,59
Abraham Aguinaga,FBC Melgar,LM,59
Lukas Ahrend,SSV Ulm 1846,CDM,59
James Akintunde,Bohemian FC,ST,59
Abdulrahman Al Dakheel,Al Hazem,CB,59
Hussain Al Eissa,Al Wehda,RM,59
Hamed Al Ghamdi,Ettifaq FC,CM,59
Mohammed Al Ghamdi,Al Taawoun,RB,59
Fahad Al Hamad,Al Ahli,CB,59
Saeed Al Hamsal,Al Khaleej,RB,59
Abdulaziz Al Hurabi,Al Tai,CDM,59
Riyadh Al Ibrahim,Al Khaleej,CAM,59
Fahad Al Johani,Damac FC,ST,59
Awadh Al Nashri,Al Ittihad,CDM,59
Hussain Al Nowaiqi,Al Riyadh,RB,59
Radhi Al Otaibi,Ettifaq FC,RB,59
Mohammed Al Qarni,Al Wehda,CDM,59
Saad Al Selouli,Abha Club,LM,59
Abdullah Al Shammari,Al Hazem,CB,59
Pedro Alemañ,Sparta Rotterdam,CAM,59
Anwar Ali,ATK Mohun Bagan,CB,59
Taylor Allen,Walsall,LWB,59
Josh Andrews,Accrington,ST,59
Ryan Andrews,Watford,RB,59
Lee Angol,Sutton United,ST,59
Joey Antonioli,FC Volendam,CM,59
Oliver Arblaster,Port Vale,CM,59
Vladimir Arsić,Vejle Boldklub,CB,59
Christalino Atemona,KV Kortrijk,CB,59
Sam Austin,Notts County,LW,59
Loick Ayina,Huddersfield,CB,59
Bae Jun Ho,Stoke City,LW,59
Marcus Baggesen,IFK Norrköping,LB,59
Arad Bar,FC Zürich,CM,59
Shean Paul Barbosa,Deportes Tolima,LB,59
Sam Barnes,Blackburn Rovers,CB,59
Jay Barnett,Adelaide United,CDM,59
Josh Bauer,Nashville SC,CB,59
Theo Bergvall,Djurgårdens IF,RB,59
Medon Berisha,Lecce,CM,59
Divaio Bobson,PEC Zwolle,RM,59
Mathéo Bodmer,Havre AC,CDM,59
Donny Bogicevic,Viktoria Köln,CAM,59
Tolaji Bola,Rotherham Utd,LWB,59
Hugo Bolin,Degerfors IF,CAM,59
Yoan Bonny,Parma,ST,59
Seán Boyd,Shelbourne,ST,59
Richard Brindley,Notts County,CB,59
George Broadbent,Doncaster,CM,59
Lewis Brunt,Mansfield Town,CB,59
Harvey Bunker,Forest Green,CDM,59
Yeray,R. Racing Club,CAM,59
Drissa Camara,Parma,RM,59
Tyreece Campbell,Charlton Ath,LW,59
Adam Campbell,Crawley Town,ST,59
Ramón Cansinos,Central Córdoba,ST,59
Milton Cantero,Racing Club,CM,59
David Cawley,Sligo Rovers,CDM,59
Chang Feiya,Tianjin JMT FC,LWB,59
Ellis Chapman,Cheltenham Town,CM,59
Chen Zhechao,Meizhou Hakka,LB,59
Daniel Chesters,West Ham,RM,59
Choi Jae Hyeon,Daejeon Citizen,LB,59
Sebastián Claure,The Strongest,CM,59
Barry Coffey,Cork City,CAM,59
Josh Coley,Sutton United,RM,59
Giordano Colli,Perth Glory,CM,59
Amario Cozier-Duberry,Arsenal,LW,59
Michael Craig,Reading,CDM,59
Henry Jon Crosthwaite,Hallescher FC,LW,59
Marian Danciu,Univ. Craiova,CAM,59
Prabir Das,Kerala Blasters,RB,59
Gyan de Regt,Vitesse,RM,59
Dennis De Sousa Oelsner,SSV Ulm 1846,LW,59
Kas de Wit,N.E.C. Nijmegen,CAM,59
Charlie Delgado,Barcelona SC,CM,59
Mathias Delorge,STVV,CM,59
Matthew Dennis,MK Dons,ST,59
Thorben Deters,Preußen Münster,CM,59
Reece Devine,Swindon Town,LWB,59
Elsinho,Jamshedpur FC,CDM,59
Maximilian Dietz,Fürth,CB,59
Ibrahim Digberekou,M'gladbach,CB,59
Dong Yu,Zhejiang Pro,RB,59
Jacob Dowse,Newcastle Jets,LM,59
Paul Doyle,Dundalk,CDM,59
Mark Doyle,St. Pats,LW,59
Freddie Draper,Walsall,ST,59
Cameron Duke,Sporting KC,CM,59
Ryan Edmondson,Carlisle United,ST,59
Vetle Walle Egeli,Sandefjord,LB,59
Kelvin Ehibhatiomhan,Reading,ST,59
Julian Eitschberger,Hallescher FC,RB,59
Deji Elerewe,Charlton Ath,CB,59
Will Evans,Newport County,ST,59
Erkan Eyibil,Antalyaspor,CAM,59
Raphaël Eyongo,Excelsior,ST,59
Mats Facklam,VfB Lübeck,ST,59
Fallou Fall,Stade de Reims,CB,59
Amin Farouk,Wehen Wiesbaden,CAM,59
Rory Feely,Barrow,CB,59
Tom Fellows,West Brom,LM,59
Feng Boyuan,Henan SSLM FC,ST,59
Matias Fernandez-Pardo,KAA Gent,LM,59
Matías Ferreira,Peñarol,CAM,59
Ronan Finn,Shamrock Rovers,RWB,59
Maciej Firlej,Ruch Chorzów,ST,59
Gonzalo Flores,Tigre,ST,59
Iván Flores,Libertad,CB,59
Ezequiel Forclaz,Tigre,CAM,59
Harry Forster,Crawley Town,LM,59
Juan Alexander Franco,Gral. Caballero,CDM,59
Marlee François,Bristol City,LW,59
Tyler French,Dundee FC,CB,59
Gan Chao,Rongcheng FC,CM,59
Gao Di,Zhejiang Pro,ST,59
Tom Geerkens,Arminia Bielefeld,CDM,59
Romeo Giovannini,Modena,CF,59
Santiago Gómez,Puerto Cabello,RB,59
Yoni Gomis,Havre AC,CB,59
Enso González,Wolves,RM,59
Villiam Granath,Halmstads BK,RM,59
Anthony Grant,Crawley Town,CDM,59
Josh Grant,Bristol Rovers,CDM,59
Jacob Greene,D.C. United,LB,59
Shane Griffin,Shelbourne,CB,59
Axel Guessand,Udinese,CB,59
Stefano Guidotti,FC St. Gallen,CM,59
Luca Günther,FC St. Pauli,RB,59
Guo Hao,Tianjin JMT FC,CM,59
Kurtis Guthrie,Livingston,ST,59
Julian Halwachs,TSV Hartberg,CDM,59
Ciaron Harkin,Derry City,CDM,59
Sam Hart,Sutton United,LB,59
Islam Hawsawi,Al Wehda,LB,59
Naif Hazazi,Al Raed,CDM,59
Gustavo Hebling,FC Botoșani,CM,59
Bryan Hein,Jahn Regensburg,LB,59
Grant Horton,Cheltenham Town,CB,59
Bryce Hosannah,Wrexham AFC,RWB,59
Huang Ruifeng,Shenzhen FC,CM,59
Danny Hylton,Northampton,ST,59
Mehmet Ibrahimi,Blau-Weiss Linz,CAM,59
Ahmed Iljazovski,Hvidovre IF,RB,59
Nassim Innocenti,Valenciennes FC,CB,59
Kyle Jameson,Newport County,CB,59
Piotr Janczukowicz,ŁKS Łódź,ST,59
Luka Janeš,Heidenheim,CDM,59
Seedy Jarju,Heidenheim,LB,59
Connor Jennings,Tranmere Rovers,ST,59
Nicolas P. Jenssen,Stabæk Fotball,CB,59
Darnell Johnson,Forest Green,CB,59
Carl Johnston,Fleetwood Town,RB,59
Callum Jones,Forest Green,CM,59
Luka Jovanović,Adelaide United,ST,59
Preston Judd,LA Galaxy,ST,59
Junior Zé,FC Basel 1893,LM,59
Stipe Jurić,ŁKS Łódź,ST,59
Brandon Kavanagh,Derry City,RM,59
Ciarán Kelly,Bradford City,CB,59
Harmanjot Khabra,East Bengal,RB,59
Kim Dae Jung,Incheon United,CB,59
Kim Gyeong Jae,GwangJu FC,CB,59
Paddy Kirk,Bohemian FC,LB,59
Joe Knowles,Hyderabad FC,ST,59
Paul Komposch,TSV Hartberg,CB,59
Kaloyan Kostadinov,Stabæk Fotball,CM,59
Tim Köther,MSV Duisburg,RM,59
Kevin Kouassivi-Benissan,HJK Helsinki,RB,59
Thérence Koudou,Pau FC,RB,59
Léandre Kuavita,Genoa,CM,59
Julian Kudala,SSV Ulm 1846,RW,59
Ashique Kuruniyan,ATK Mohun Bagan,LW,59
Daniel Kyerewaa,Preußen Münster,CAM,59
Ziyad Larkeche,QPR,LB,59
Lucas Laux,SV Sandhausen,CB,59
Caolan Lavery,Doncaster,ST,59
Lee Jae Won,Gangwon FC,CM,59
Jürgen Lemmerer,TSV Hartberg,ST,59
Harry Leonard,Blackburn Rovers,ST,59
Jakub Letniowski,ŁKS Łódź,CDM,59
Paul Lewis,Tranmere Rovers,CAM,59
Li Peng,Cangzhou FC,CB,59
Liao Chengjian,Changchun Yatai,RWB,59
Lin Chuangyi,Cangzhou FC,CM,59
Lucien Littbarski,Fürth,RM,59
Liu Huan,Nantong Zhiyun FC,LB,59
Kyran Lofthouse,Barnsley,RWB,59
Tommy Lonergan,St. Pats,ST,59
Adam Long,Doncaster,CB,59
Mehdi Loune,Frankfurt,CM,59
Joe Low,Wycombe,CB,59
Matt Lowe,Accrington,ST,59
Ma Xingyu,Qingdao Hainiu,CM,59
Harvey Macadam,Fleetwood Town,CM,59
Marcos Machuca,Gral. Caballero,RM,59
Montader Madjed,Hammarby IF,RW,59
Abdullah Majrashi,Al Raed,CDM,59
Mohammed Majrashi,Al Fayha,ST,59
Jovan Malcolm,Cheltenham Town,ST,59
Connor Malley,Dundalk,CDM,59
Fabio Markelic,Austria Klagenfurt,CM,59
Marley Marshall Miranda,Colchester,CDM,59
Jayson Martínez,Metropolitanos,CAM,59
Liam McAlinden,Wrexham AFC,ST,59
Connor McAvoy,Fulham,CB,59
Adam McDonnell,Bohemian FC,CDM,59
Shane McEleney,Derry City,CB,59
Oisín McEntee,Walsall,CB,59
Ryan McLean,AFC Wimbledon,LM,59
Gustavo Medina,Tacuary,CM,59
Max Melbourne,Morecambe,LWB,59
Kelvin Mellor,Accrington,RB,59
Jordan Meyer,VfB Stuttgart,CDM,59
Oualid Mhamdi,Fürth,RB,59
Lennon Miller,Motherwell,CM,59
Danilo Mitrović,Blau-Weiss Linz,RB,59
Jordan Morán,Barcelona SC,RB,59
Junior Morias,Notts County,LW,59
Juan Mota,Monagas SC,RB,59
Baptiste Mouazan,US Concarneau,CDM,59
Moha Moukhliss,FC Barcelona,CM,59
Hayden Muller,Dundalk,CB,59
Andreas Murbeck,IK Sirius,CB,59
Myeong Joon Jae,Suwon Samsung,RW,59
Mohammed Naji,Abha Club,CB,59
Christopher Negele,Heidenheim,CAM,59
Elliot Newby,Barrow,RWB,59
Sanders Ngabo,Lyngby BK,CM,59
Chinwendu Johan Nkama,FC Lugano,CDM,59
Musah Nuhu,FC St. Gallen,CB,59
Djenahro Nunumete,sc Heerenveen,CM,59
Connor O'Riordan,Crewe Alexandra,CB,59
John-Joe O'Toole,Mansfield Town,CB,59
Wilmer Odefalk,Brommapojkarna,LW,59
Niklas Ødegård,Molde FK,CAM,59
Abraham Odoh,Harrogate Town,LM,59
Jonas Oehmichen,Dynamo Dresden,CAM,59
Isaac Ogundere,AFC Wimbledon,RB,59
Oh Jae Hyuk,Jeonbuk Hyundai,CM,59
Bernardo,Adelaide United,RM,59
Matti Olsen,Hvidovre IF,CB,59
Richie Omorowa,Excelsior,ST,59
Ibrahim Osman,FC Nordsjælland,LW,59
Nick Otto,SC Verl,CB,59
Paik Sang Hoon,FC Seoul,CM,59
Seb Palmer-Houlden,Newport County,ST,59
Abel Paredes,S. Ameliano,LB,59
Park Byung Hyun,Suwon FC,CB,59
Juan Peinipil,Arsenal,ST,59
Bruno Portugal,FBC Melgar,ST,59
Rekeil Pyke,Grimsby Town,ST,59
Elidon Qenaj,Heidenheim,ST,59
Harry Ransom,Crawley Town,CB,59
Justin Rasmussen,Portland Timbers,LB,59
Thomas Rausch,FC Ingolstadt 04,RWB,59
Maikel Reyes,Delfín S.C.,CM,59
Tyler Roberts,Doncaster,RW,59
Lucas Rocrou,Bordeaux,RW,59
Lenny Rodrigues,Odisha FC,CDM,59
Luis Carlos Rodríguez,Palmaflor,LWB,59
Franz Roggow,B. Dortmund II,CDM,59
Dayle Rooney,Drogheda United,LM,59
Tobias Rühle,SSV Ulm 1846,ST,59
Michael Ruhs,Western United,ST,59
Fabian Rüth,Rot-Weiss Essen,CDM,59
Gaoussou Samaké,D.C. United,LM,59
Jack Sanders,Kilmarnock,CB,59
Harvey Saunders,Tranmere Rovers,ST,59
Sean Seitz,FC Erzgebirge Aue,LW,59
Eniss Shabani,1. FSV Mainz 05,CM,59
Roshan Singh,Bengaluru FC,LWB,59
Noah Smith,Central Coast,LB,59
Tunmise Sobowale,Shrewsbury,RWB,59
Mads Søndergaard,Viborg FF,CM,59
Momodou Lamin Sonko,BK Häcken,RW,59
Hugo Sotelo,RC Celta,RM,59
Michał Stachera,Cracovia,RM,59
Veit Stange,Hertha Berlin,CDM,59
Dušan Stojinović,Jagiellonia,CB,59
Matteo Stoppa,Catanzaro,CF,59
Jack Stretton,Stockport,ST,59
Stefanos Stroungis,UTA Arad,CB,59
Samuel Stückler,SK Sturm Graz,CM,59
Daniel Stynes,Newcastle Jets,LM,59
Tan Kaiyuan,RCD Espanyol,ST,59
Kyle Taylor,Exeter City,CM,59
Max Thompson,Sunderland,ST,59
Dilyimit Tudi,Henan SSLM FC,CM,59
Eric Uhlmann,Hannover 96,CDM,59
Finn van Breemen,FC Basel 1893,CB,59
Harry Van der Saag,Adelaide United,RB,59
André Vásquez,FBC Melgar,CM,59
Santino Vera,Racing Club,CDM,59
Emiliano Viveros,Arsenal,RM,59
Brad Walker,Tranmere Rovers,CM,59
Joshua Walker,Burton Albion,ST,59
Oscar Wallin,Degerfors IF,CB,59
Wang Zhen'ao,Dalian Pro,LB,59
Wang Jianan,Tianjin JMT FC,RB,59
Stanisław Wawrzynowicz,Pogoń Szczecin,CDM,59
Wen Jiabao,Shanghai Shenhua,LB,59
Colm Whelan,Derry City,ST,59
Kevin Wiethaup,VfL Osnabrück,CAM,59
Filip Wilak,Lech Poznań,LM,59
Dean Williams,Bohemian FC,ST,59
Daniel Wilmering,Newcastle Jets,LB,59
Bennet Winter,FC St. Pauli,ST,59
Allan Wlk,Olimpia,ST,59
Lucas Wolf,Holstein Kiel,CAM,59
Florian Wustinger,FK Austria Wien,CDM,59
Xu Yougang,Shanghai Shenhua,RB,59
Josef Yarney,Tranmere Rovers,CB,59
Mohammed Yasir,Hyderabad FC,RW,59
Ye Chugui,Meizhou Hakka,LM,59
Yin Congyao,Meizhou Hakka,ST,59
Yue Xin,Zhejiang Pro,LB,59
Cristhoper Zambrano,Aucas,ST,59
Offrande Zanzala,Newport County,ST,59
Ulaş Zengin,Gaziantep,CB,59
Zhang Yuan,Shenzhen FC,CB,59
Zhang Gong,Rongcheng FC,CM,59
Zheng Zhiyun,Nantong Zhiyun FC,LB,59
Massimo Zilli,Cosenza,ST,59
Jovan Zivkovic,SK Rapid Wien,ST,59
Alexis Zorrilla,Gral. Caballero,CB,59
Ethan Zubak,Nashville SC,ST,59
Azeem Abdulai,Swansea City,CDM,58
Eli Adams,Melb. Victory,LM,58
Tayo Adaramola,Crystal Palace,LB,58
Korede Adedoyin,Accrington,ST,58
Daniel Adshead,Cheltenham Town,CM,58
Daniel Aguirre,LA Galaxy,CM,58
Saleh Al Abbas,Al Riyadh,ST,58
Mansour Al Bishi,Al Raed,CM,58
Abdulelah Al Bukhari,Al Wehda,LB,58
Hazzaa Al Ghamdi,Al Wehda,LM,58
Nawaf Al Harthi,Al Fayha,CM,58
Saad Al Khayri,Al Wehda,RB,58
Hassan Al Majhad,Al Khaleej,CM,58
Yahya Al Najai,Al Wehda,RM,58
Ibrahim Al Nakhli,Al Tai,CB,58
Abdulkarim Al Qahtani,Al Wehda,CAM,58
Muhannad Al Qaydhi,Al Fayha,CB,58
Nawaf Al Qumairi,Al Tai,LB,58
Mohammed Al Qunayan,Al Tai,CM,58
Mohammed Al Saeed,Al Fateh,LB,58
Rakan Al Shamlan,Al Tai,CAM,58
Khalid Al Shuwayie,Al Riyadh,CB,58
Mohammad Al Thani,Al Hazem,LM,58
Fawaz Al Tryes,Al Khaleej,LM,58
Gabriel Alfaro,Sporting Cristal,LB,58
Scott Allardice,Ross County,CDM,58
Felix Allgaier,SC Freiburg II,CDM,58
Hugo Álvarez,RC Celta,CM,58
Alejandro Ampuero,O. Petrolero,RM,58
Ionuț Andres,FC Voluntari,CB,58
Bent Andresen,Hamburger SV,LB,58
Hamza Anhari,MSV Duisburg,CAM,58
Louie Annesley,Dundalk,CB,58
Alessandro Arioli,Cosenza,ST,58
Josh Austerfield,Huddersfield,CM,58
Theo Bair,Motherwell,ST,58
Nicolas Bajlicz,SK Rapid Wien,CM,58
Geraldo Bajrami,Notts County,CB,58
Johan Bakke,Molde FK,CM,58
James Ball,AFC Wimbledon,CM,58
Ibrahima Sory Bangoura,KRC Genk,CDM,58
Alonso Barría,Club Magallanes,ST,58
Daniel Bassi,FK Bodø/Glimt,LW,58
Alessio Besio,SC Freiburg II,ST,58
Joel Bichsel,SC Freiburg II,CB,58
Hendry Blank,B. Dortmund II,CB,58
Aaron Bolger,Cork City,CM,58
Rowllin Borges,FC Goa,CDM,58
Ryan Brennan,Drogheda United,CM,58
Milosz Brzozowski,Hansa Rostock,LM,58
Marcel Bykowski,Piast Gliwice,LM,58
Amadou Camara,Sarpsborg 08,ST,58
Jessel Carneiro,Bengaluru FC,LWB,58
Robert Castellanos,Sporting KC,CB,58
Joshua Cavallo,Adelaide United,LB,58
Antonio Ceza,Palestino,CB,58
Vladislav Cherny,Arminia Bielefeld,CAM,58
Choi Bo Kyung,Suwon FC,CB,58
Machop Chol,Atlanta United,LM,58
Alessandro Circati,Parma,CB,58
James Clarke,Bohemian FC,CDM,58
Jahmari Clarke,Reading,ST,58
Nicolai Clausen,Hvidovre IF,LB,58
Miloš Ćoćić,1860 München,CAM,58
Stefan Colakovski,Perth Glory,RM,58
Reece Cole,Exeter City,CM,58
Charlie Colkett,Crewe Alexandra,CM,58
Fin Conchie,Well. Phoenix,CM,58
Mihai Constantinescu,FC Petrolul,RW,58
Sonny Cox,Exeter City,ST,58
Niklo Dailly,RWD Molenbeek,RW,58
Sam Dalby,Wrexham AFC,ST,58
Vontae Daley-Campbell,Cardiff City,RB,58
Tjay De Barr,Wycombe,ST,58
Noah De Ridder,KAA Gent,RM,58
Max Dean,MK Dons,ST,58
Gary Deegan,Drogheda United,CDM,58
Allan Michaël Delferrière,Hibernian,CDM,58
Alper Demirol,Hammarby IF,CM,58
Baïla Diallo,SC Austria,LWB,58
Tim-Justin Dietrich,Hallescher FC,LB,58
David Djiama,Apoel FC,LB,58
Dong Yanfeng,Rongcheng FC,CB,58
Dawid Drachal,Raków,LM,58
Dylan Duffy,Lincoln City,LW,58
Stephen Duke-McKenna,QPR,RM,58
Olivier Dumont,STVV,CM,58
Marcelencio Esajas,Almere City FC,CM,58
Romain Esse,Millwall,CAM,58
Emmanuel Essiam,Stade-Lausanne,CM,58
Kieron Evans,Cardiff City,CAM,58
Bobby Faulkner,Doncaster,CB,58
Fei Yu,Dalian Pro,CM,58
Feng Boxuan,Beijing Guoan,RB,58
Gabriel Fermin,Puerto Cabello,ST,58
Raynier Fernandes,FC Goa,CM,58
Brahian Fernández,Guaraní,CM,58
Marcelo Fernández,Libertad,CF,58
Will Fitzgerald,Sligo Rovers,LM,58
José Alfredo Flores,The Strongest,RM,58
Ibrahim Fofana,Amiens SC,CM,58
Samuel Folarin,Harrogate Town,ST,58
Adam Foley,Drogheda United,RM,58
Ian Fray,Inter Miami CF,CB,58
Gustav Friberg,Halmstads BK,LB,58
Pascal Fuchs,1. FC Nürnberg,CM,58
Gan Rui,Rongcheng FC,RWB,58
Gao Tianyi,Beijing Guoan,CM,58
Gao Huaze,Tianjin JMT FC,LM,58
Milton Garzón,Palmaflor,CM,58
Antoine Gauthier,AS Saint-Étienne,CM,58
Dario Ndubuisi Gebuhr,Frankfurt,CB,58
Łukasz Gerstenstein,Stal Mielec,RWB,58
Darius Ghindovean,Preußen Münster,CM,58
Ally Gilchrist,Cork City,CB,58
Zak Gilsenan,Blackburn Rovers,CAM,58
Michael Glück,1860 München,CB,58
Mauro Bandeira,Colchester,CM,58
Archie Goodwin,Newcastle Jets,ST,58
Gui Hong,Nantong Zhiyun FC,ST,58
Han Seok Jong,Suwon Samsung,CDM,58
Jayden Harris,Carlisle United,CDM,58
Andreas Hirtlreiter,Unterhaching,RM,58
Kristoffer Hoven,Varbergs BoIS,ST,58
Kyle Hudlin,Huddersfield,ST,58
Rhys Hughes,Tranmere Rovers,RM,58
Alex Hunt,Grimsby Town,CM,58
Mackenzie Hunt,Everton,LM,58
Hwang Hyun Soo,FC Seoul,CB,58
Dragoș Iancu,FC Hermannstadt,LW,58
Im Dong Hyuk,Jeju United,CB,58
Zeidane Inoussa,Brommapojkarna,LW,58
Saikou Janneh,Cambridge Utd,ST,58
Jocelyn Janneh,SC Bastia,CDM,58
Malcolm Jeng,IK Sirius,CB,58
Teddy Jenks,Forest Green,CM,58
Kacper Jodłowski,Cracovia,CDM,58
Sebastian Joffre,RWD Molenbeek,ST,58
Alexander Johansson,Brommapojkarna,ST,58
Travis Johnson,Crawley Town,RB,58
Charlie Jolley,Tranmere Rovers,ST,58
Joo Young Jae,GwangJu FC,LM,58
Jaze Kabia,Cork City,RW,58
Dylan Kadji,Forest Green,CDM,58
Lucas Kåhed,IFK Göteborg,CAM,58
Djawal Kaiba,SCR Altach,CDM,58
Robin Kalem,Grasshopper Club,LM,58
Conor Kane,Drogheda United,LWB,58
Conor Keeley,Drogheda United,CB,58
Aljoscha Kemlein,Union Berlin,CDM,58
Rafiq Khaleel,Crawley Town,CAM,58
Kim Seung Sub,Jeju United,LW,58
Gabriel Kirejczyk,Piast Gliwice,ST,58
Davino Knappe,SC Freiburg II,LM,58
Paul Koller,SCR Altach,CB,58
Louis Köster,Hansa Rostock,CM,58
Mustafa Kourouma,Rot-Weiss Essen,CB,58
Jaiden Kucharski,Sydney FC,ST,58
Nishu Kumar,East Bengal,RB,58
Danny Lafferty,Sligo Rovers,LB,58
Qasem Lajami,Al Fateh,CB,58
Wojciech Łaski,Jagiellonia,RM,58
Kian Leavy,St. Pats,RW,58
Jakub Lewicki,Jagiellonia,LM,58
Li Hong,Changchun Yatai,LB,58
Li Hailong,Shandong Taishan,RB,58
Frank Liivak,Sligo Rovers,RM,58
Gustav Lindgren,Degerfors IF,ST,58
Filip Loftesnes-Bjune,Sandefjord,RB,58
Jez Lofthouse,Brisbane Roar,LM,58
Long Wei,Qingdao Hainiu,CDM,58
Don Deedson Louicius,Odense BK,ST,58
JJ Lunney,Shelbourne,CM,58
Dennis Lütke-Frie,B. Dortmund II,CM,58
Maeng Seong Ung,Jeonbuk Hyundai,CM,58
