Name,Nation,Club,Position,Age,Overall,Shooting,Passing,Dribbling,Defending,Finishing
Yannis M'Bemba,France,FC Nantes,CB,22,62,31,47,34,61,27
Calum MacDonald,Scotland,Mansfield Town,LWB,25,62,34,52,54,58,29
Daniel MacKay,Scotland,Livingston,LM,22,62,53,55,61,30,53
Lukas MacNaughton,Canada,Nashville SC,CB,28,62,31,39,50,62,22
Cammy MacPherson,Scotland,St. Johnstone,CM,24,62,57,61,61,58,54
Jacob Maddox,England,Forest Green,CM,24,62,55,61,64,54,52
Eros Maddy,Holland,AJ Auxerre,RM,22,62,55,52,64,26,57
Tyler Magloire,England,Northampton,CB,24,62,27,38,43,60,25
John Mahon,Republic of Ireland,Sligo Rovers,CB,23,62,33,45,50,60,31
Philipp Maier,Germany,SSV Ulm 1846,CDM,29,62,56,56,58,60,56
Kobbie Mainoo,England,Manchester Utd,CDM,18,62,55,57,65,58,55
Jordan Majchrzak,Poland,Puszcza,ST,19,62,61,47,59,25,65
Ali Majrashi,Saudi Arabia,Al Ahli,RB,24,62,45,51,61,55,36
Karim Mammar,Sweden,Degerfors IF,CB,26,62,48,50,53,60,46
Aaron Manu,Germany,Rot-Weiss Essen,CB,23,62,32,38,36,61,29
Julián Marchioni,Argentina,Politehnica Iași,CM,30,62,58,59,60,55,56
Miguel Marí,Spain,CD Eldense,CM,26,62,51,64,63,50,50
Gustavo Marins,Brazil,Farul Constanța,CB,21,62,36,48,46,60,30
Nathan Markelo,Curaçao,Fortuna Sittard,RB,24,62,43,54,58,60,36
Ivaylo Markov,Bulgaria,UTA Arad,CB,26,62,31,42,48,62,28
John Marquis,England,Bristol Rovers,ST,31,62,63,50,56,39,63
Luís Mario Martínez,Paraguay,Tacuary,CB,19,62,28,31,32,63,25
Francisco Martinicorena,Uruguay,Danubio,ST,19,62,61,56,58,30,62
Gavin Massey,England,Port Vale,ST,31,62,59,60,63,50,59
Tawanda Maswanhise,Zimbabwe,Leicester City,ST,20,62,63,57,63,29,64
Max Mata,New Zealand,Shrewsbury,ST,23,62,61,48,58,24,66
Jamille Matt,Jamaica,Walsall,ST,33,62,63,51,55,26,63
Jannik Mause,Germany,FC Ingolstadt 04,ST,25,62,61,52,58,45,61
Christian Mawissa Elebi,France,Toulouse FC,CB,18,62,29,45,38,63,26
Luke Mbete,England,Manchester City,CB,20,62,32,48,56,59,27
Alfie McCalmont,Northern Ireland,Carlisle United,CM,23,62,58,59,62,56,59
Luke McCormick,England,Bristol Rovers,CM,24,62,56,62,62,54,55
Jordan McGhee,Scotland,Dundee FC,CDM,27,62,53,55,58,62,52
Nathan McGinley,England,Motherwell,LWB,27,62,33,50,51,60,31
Rory McKenzie,Scotland,Kilmarnock,LM,30,62,54,57,61,50,52
Robbie McKenzie,England,Gillingham,RB,25,62,47,54,52,60,39
Conor McMenamin,Northern Ireland,St. Mirren,RW,28,62,58,56,64,28,61
Gideon Mensah,Ghana,Varbergs BoIS,RWB,23,62,32,46,47,60,25
Leândro,Brazil,Stal Mielec,CB,39,62,41,56,53,61,39
Falko Michel,Germany,B. Dortmund II,LM,22,62,55,57,63,59,54
Nicholas Mickelson,Thailand,Odense BK,RB,24,62,33,47,59,57,28
Michael Mieles,Ecuador,Aucas,ST,23,62,63,61,61,51,64
George Miller,England,Doncaster,ST,25,62,61,51,59,37,61
Stanley Mills,England,Oxford United,RW,19,62,66,55,66,30,70
Jovan Milošević,Serbia,VfB Stuttgart,ST,18,62,62,51,63,32,64
Robert Milsom,England,Sutton United,LB,36,62,55,59,57,58,49
Jeison Mina,Ecuador,Barcelona SC,CB,22,62,24,37,30,63,23
Filippo Missori,Italy,Sassuolo,RB,19,62,35,48,66,61,32
Kaito Mizuta,Japan,Arminia Bielefeld,CF,23,62,59,54,71,29,60
Baran Mogultay,Germany,MSV Duisburg,LB,19,62,39,54,59,56,40
Iyad Mohamed,Comoros,Pau FC,CDM,22,62,43,55,56,61,45
Sylian Mokono,Holland,Heracles Almelo,RB,24,62,31,49,51,59,26
Luke Molyneux,England,Doncaster,RW,25,62,58,55,65,40,57
Francis Momoh,Nigeria,Grasshopper Club,ST,22,62,58,47,59,25,62
Juan Camilo Moreno,Colombia,Dep. Pereira,LB,21,62,33,46,53,59,23
Manu Morillo,Spain,Real Betis,ST,20,62,61,51,67,21,63
Callum Morton,England,Forest Green,ST,23,62,60,52,60,35,61
Ngal'ayel Mukau,Belgium,KV Mechelen,CDM,18,62,39,52,57,63,32
Danny Mullen,Scotland,Derry City,ST,28,62,62,48,60,41,63
Mun Ji Hwan,Korea Republic,Incheon United,CM,29,62,47,55,54,61,43
Alex Murphy,Republic of Ireland,Newcastle Utd,CB,19,62,34,53,52,62,29
Jordan Murray,Australia,Chennaiyin FC,ST,28,62,62,46,61,18,60
Simon Murray,Scotland,Ross County,ST,31,62,62,45,59,21,63
Torben Müsel,Germany,Rot-Weiss Essen,ST,24,62,61,57,66,28,64
Danny Musovski,United States,Real Salt Lake,ST,27,62,61,51,63,41,66
Ashley Nadesan,England,Gillingham,ST,29,62,58,51,61,26,58
Suheyel Najar,Germany,Viktoria Köln,RM,27,62,55,54,64,27,56
Mark Natta,Australia,Newcastle Jets,CB,20,62,30,47,55,61,30
Donald Nduka,Nigeria,FC Ingolstadt 04,CB,20,62,33,43,40,63,39
Nathan Ngoy,Belgium,Standard Liège,CB,20,62,27,43,47,61,26
Will Nightingale,England,Ross County,CB,28,62,33,47,49,61,30
Bilal Njie,Norway,FK Haugesund,LM,25,62,58,50,64,26,60
Dan Nlundulu,England,Bolton,ST,24,62,61,46,59,21,63
Luke Norris,England,Tranmere Rovers,ST,30,62,61,50,59,25,61
Lucas Noubi,Belgium,Standard Liège,CB,18,62,21,47,60,59,15
Amin Nouri,Norway,HamKam Fotball,RWB,33,62,48,55,62,58,39
Krystian Nowak,Poland,Bohemian FC,CB,29,62,42,50,52,60,38
Patrick Nwadike,Sweden,IK Sirius,CB,25,62,36,50,55,60,28
Silas Nwankwo,Nigeria,Mjällby AIF,ST,19,62,59,46,59,27,65
Moses Nyeman,United States,Real Salt Lake,CDM,19,62,40,56,61,58,40
Lee O'Connor,Republic of Ireland,Tranmere Rovers,CM,23,62,53,60,62,61,50
Tomás O'Connor,Argentina,Rosario Central,CM,19,62,51,61,67,52,45
Jonathan Obika,England,Motherwell,ST,33,62,59,44,60,32,58
Marvin Obuz,Germany,Rot-Weiss Essen,LM,21,62,54,55,69,26,58
Kristoffer Ødemarksbakken,Norway,Aalesunds FK,LM,27,62,56,56,63,48,56
Akin Odimayo,England,Northampton,CB,23,62,26,48,54,61,21
Clarke Oduor,Kenya,Bradford City,LB,24,62,41,55,64,57,37
Luke Offord,England,Crewe Alexandra,CB,23,62,28,48,51,61,24
Oh Jae Suk,Korea Republic,Daejeon Citizen,RWB,33,62,34,56,62,61,31
Fejiri Okenabirhie,England,Cambridge Utd,ST,27,62,60,54,61,32,62
Isaac Olaofe,England,Stockport,ST,23,62,57,47,63,19,61
Vadaine Oliver,England,Bradford City,ST,31,62,60,50,56,41,62
Tuomas Ollila,Finland,HJK Helsinki,LB,23,62,57,59,58,55,54
Joseph Olowu,England,Doncaster,CB,23,62,32,42,47,61,32
Promise Omochere,Republic of Ireland,Fleetwood Town,RM,22,62,58,55,62,43,60
Wyatt Omsberg,United States,Chicago Fire FC,CB,28,62,24,40,28,63,20
Luis Ortíz,Paraguay,S. Ameliano,CAM,23,62,57,59,62,41,57
Pedro Ortiz,Spain,FC Vizela,CM,23,62,57,57,62,49,61
Robin Østrøm,Norway,Silkeborg IF,RB,21,62,36,51,52,58,31
Shaibou Oubeyapwa,Togo,Preußen Münster,ST,30,62,61,58,62,24,61
Pacheco,Spain,Albacete BP,CAM,21,62,53,61,59,58,48
Park Jung Bin,Korea Republic,Rodez AF,LM,29,62,57,59,63,38,57
Omari Patrick,England,Sutton United,ST,27,62,59,52,62,27,61
Tim Payne,New Zealand,Well. Phoenix,CB,29,62,54,58,50,59,50
Alex Pearce,Republic of Ireland,AFC Wimbledon,CB,34,62,26,42,35,62,16
Mateo Pellegrino,Argentina,Platense,ST,21,62,63,46,56,30,60
Nicholas Pennington,Australia,Well. Phoenix,CDM,24,62,51,57,56,59,51
Grenddy Perozo,Venezuela,Monagas SC,CB,37,62,35,44,41,61,48
Kévin Perrot,France,Stade Lavallois,RWB,34,62,35,55,46,57,32
Taylor Perry,England,Shrewsbury,CM,22,62,56,61,64,50,56
Noah Persson,Sweden,BSC Young Boys,LB,20,62,52,55,60,54,53
Andrei Peteleu,Romania,FC Univ. Cluj,RB,31,62,43,55,56,59,46
Luca Petrasso,Canada,Orlando City,LB,23,62,42,59,63,55,36
Dylan Pierias,Australia,WS Wanderers,RM,23,62,40,51,64,50,56
Ignacio Pintos,Uruguay,Danubio,CDM,19,62,43,53,63,59,43
Lenny Pirringuel,France,Pau FC,CM,19,62,46,63,67,49,46
Luke Plange,England,Carlisle United,ST,20,62,62,49,65,33,62
Sandro Plechaty,Germany,Rot-Weiss Essen,RB,26,62,56,57,61,56,57
Marco Pompetti,Italy,Catanzaro,CM,23,62,49,63,63,53,48
Vlad Pop,Romania,FCU 1948,CDM,23,62,52,58,58,54,46
Alexandar Popović,Australia,Adelaide United,CB,21,62,22,44,42,60,18
Darren Pratley,England,Leyton Orient,CDM,38,62,57,60,54,60,56
Aaron Pressley,Scotland,Stevenage,ST,21,62,59,44,56,24,64
Bjarne Pudel,Germany,B. Dortmund II,CB,22,62,31,50,46,61,29
Jarell Quansah,England,Liverpool,CB,20,62,29,47,43,60,23
Javier Quiroz,Chile,Club Magallanes,CDM,22,62,40,54,60,62,35
Sidney Raebiger,Germany,Frankfurt,CM,18,62,52,65,64,55,48
Santiago Ramos Mingo,Argentina,Defensa,CB,21,62,34,47,46,63,28
Petar Ratkov,Serbia,RB Salzburg,ST,20,62,61,50,63,30,65
George Ray,Wales,Barrow,CB,29,62,26,35,47,62,26
Recasens,Spain,RCD Espanyol,CB,21,62,30,51,52,62,21
Maxence Renoud,France,Stade-Lausanne,LM,23,62,52,55,70,34,50
Paulo Retre,Australia,FC Goa,CDM,30,62,49,58,60,57,50
Jayden Richardson,England,Stockport,RWB,23,62,40,48,67,55,42
Nico Rieble,Germany,Wehen Wiesbaden,LWB,28,62,42,54,58,59,33
Joe Riley,England,Walsall,RWB,26,62,54,59,57,56,53
Damian Rivera,United States,New England,LM,20,62,54,52,70,24,62
Jamie Robson,Scotland,Forest Green,LB,25,62,32,54,60,54,28
Joel Roca,Spain,Girona FC,RM,18,62,56,51,69,27,60
Álvaro,Uruguay,Real Madrid,ST,19,62,60,59,63,22,63
Oliver Rojas,Chile,Audax Italiano,RB,23,62,40,58,57,58,34
Fernando Román,Paraguay,Guaraní,CB,22,62,37,42,29,62,39
Jhohan Romaña,Colombia,Olimpia,CB,25,62,26,49,30,61,23
Moritz Römling,Germany,VfL Bochum,LB,22,62,35,50,63,55,32
Tuur Rommens,Belgium,KVC Westerlo,LB,20,62,34,48,60,57,32
Imad Rondić,Bosnia and Herzegovina,Widzew Łódź,ST,24,62,62,43,60,28,65
Henry Rorig,Germany,VfL Osnabrück,RB,23,62,47,63,62,53,48
Colin Rösler,Norway,Mjällby AIF,CB,23,62,30,44,45,61,25
Tommy Rowe,England,Doncaster,CM,35,62,57,61,59,61,57
Tobías Rubio,Argentina,Racing Club,RB,19,62,41,52,64,60,33
Morten Rüdiger,Germany,VfB Lübeck,LM,28,62,51,59,62,53,50
Alex Rufer,New Zealand,Well. Phoenix,CDM,27,62,52,61,59,56,49
Enes Sali,Romania,Farul Constanța,LW,17,62,51,53,67,23,54
Emiliano Saliadarre,Argentina,Racing Club,ST,21,62,60,55,63,44,62
Justin Salmon,Liberia,Degerfors IF,CM,24,62,48,57,59,57,46
Hugo Salvatierra,Bolivia,Guabirá,LM,20,62,34,59,61,51,28
Nicolas Samayoa,Guatemala,Politehnica Iași,CB,28,62,34,36,31,60,29
Lucas Sanabria,Paraguay,Libertad,RM,24,62,51,56,66,50,55
Will Sands,United States,Columbus Crew,LM,23,62,49,55,66,57,44
Mohammed Sangare,Liberia,Livingston,CB,24,62,49,54,60,57,46
Jorge Sanguina,Paraguay,Gral. Caballero,ST,24,62,61,49,63,25,64
Antoni Sarcevic,England,Stockport,CM,31,62,62,62,62,57,60
Charlie Savage,Wales,Reading,CDM,20,62,52,62,61,57,50
Randy Schneider,Switzerland,FC Winterthur,CAM,22,62,55,58,63,35,58
Jan-Marc Schneider,Germany,VfB Lübeck,ST,29,62,62,45,68,24,60
Oscar Schwartau,Denmark,Brøndby IF,CAM,17,62,56,54,67,37,57
Jan Sedlak,Czech Republic,Ruch Chorzów,CDM,28,62,43,52,55,62,30
Lion Semić,Germany,B. Dortmund II,RB,20,62,38,50,63,55,39
Luis Sequeira,Argentina,Talleres,CAM,20,62,57,62,64,38,55
Javi Serrano,Spain,SK Sturm Graz,CM,20,62,56,58,61,60,57
Zidan Sertdemir,Denmark,FC Nordsjælland,CM,18,62,54,62,69,47,54
Mohammed Shaker,United Arab Emirates,Al Ain FC,CB,26,62,27,39,37,62,21
Khiry Shelton,United States,Sporting KC,ST,30,62,57,56,61,36,56
Liam Shephard,Wales,Salford City,RB,28,62,48,57,60,56,47
Sam Sherring,England,Northampton,CB,23,62,29,39,41,62,23
Connor Shields,Scotland,Chennaiyin FC,ST,26,62,60,56,63,38,61
Shin Kwang Hoon,Korea Republic,Pohang Steelers,RB,36,62,50,58,54,60,47
Shola Shoretire,England,Manchester Utd,CAM,19,62,54,57,65,37,56
Patryk Sikora,Poland,Ruch Chorzów,CDM,23,62,51,54,54,60,49
Matías Silva,Uruguay,Liverpool,CM,19,62,49,58,59,56,46
Tomás Silva,Argentina,San Lorenzo,LWB,20,62,41,53,60,58,40
Gonzalo Silva,Argentina,Colón,CM,24,62,58,65,62,51,57
Tomás Sives,Argentina,Arsenal,CAM,19,62,56,60,61,37,57
Stefan Škrbo,Austria,WSG Tirol,LM,22,62,55,57,64,43,56
Maciej Śliwa,Poland,ŁKS Łódź,RM,22,62,52,57,65,46,51
Greg Sloggett,Republic of Ireland,Dundalk,CDM,27,62,51,58,59,58,47
Rijad Smajić,Bosnia and Herzegovina,1. FC Köln,CB,19,62,30,44,48,61,25
Matte Smets,Belgium,STVV,CB,19,62,33,55,56,64,25
Will Smith,England,Harrogate Town,CB,24,62,26,40,40,61,22
Tyler Smith,England,Bradford City,ST,24,62,60,47,62,28,62
Kacper Smoliński,Poland,Pogoń Szczecin,CM,22,62,52,60,63,58,54
Noah Söderberg,Sweden,IF Elfsborg,CM,22,62,49,57,61,56,48
Alan Sosa,Argentina,Gimnasia,LM,20,62,52,61,65,50,52
Jaushua Sotirio,Australia,Kerala Blasters,LM,27,62,61,52,56,44,63
Pedro Souto,Argentina,Banfield,LB,23,62,37,47,59,59,38
Jamie Sterry,England,Doncaster,RB,27,62,50,56,58,55,49
Layton Stewart,England,Preston,ST,21,62,63,46,64,33,65
Manuel Stiefler,Germany,Unterhaching,CDM,35,62,50,62,67,53,48
Ianis Stoica,Romania,FC Univ. Cluj,ST,20,62,61,56,63,29,60
Chris Stokes,England,Morecambe,CB,32,62,36,53,50,61,22
Quinn Sullivan,United States,Philadelphia,CAM,19,62,55,62,67,47,61
Levi Sutton,England,Harrogate Town,CDM,26,62,45,56,60,59,42
Mario Šuver,Croatia,B. Dortmund II,CB,24,62,26,43,42,64,22
Will Swan,England,Mansfield Town,ST,22,62,61,44,59,19,63
Jayden Sweeney,England,Leyton Orient,LB,21,62,37,54,60,57,35
Serafin Szota,Poland,Widzew Łódź,CB,24,62,27,44,34,61,22
Remigiusz Szywacz,Poland,Ruch Chorzów,CB,27,62,29,39,35,62,26
Sidnei Tavares,Portugal,Colorado Rapids,CM,22,62,57,61,64,56,52
Jake Taylor,England,Morecambe,CM,25,62,58,61,63,55,58
Richard Taylor,England,St. Mirren,CB,23,62,31,41,49,61,26
Franklin Tebo Uchenna,Nigeria,Sarpsborg 08,CB,23,62,30,40,28,58,22
Semir Telalovic,Germany,Blackburn Rovers,ST,23,62,64,50,56,33,65
Dragoș Tescan,Romania,FC Univ. Cluj,RM,24,62,48,57,61,26,46
Anirudh Thapa,India,ATK Mohun Bagan,CM,25,62,52,62,61,54,52
Doug Tharme,England,Blackpool,CB,24,62,22,40,39,62,15
Conor Thomas,England,Crewe Alexandra,CDM,29,62,55,56,57,59,55
George Thomson,England,Harrogate Town,RM,31,62,57,58,59,51,56
Răzvan Tincu,Romania,Politehnica Iași,CB,36,62,45,52,34,62,39
Mohammed Tolba,Germany,VfL Bochum,RB,19,62,38,53,59,61,34
Jonathan Tomkinson,United States,Bradford City,CB,21,62,31,40,35,61,29
Joe Tomlinson,England,MK Dons,LB,23,62,47,57,58,57,36
Ruon Tongyik,Australia,WS Wanderers,CB,26,62,26,39,64,61,23
Richie Towell,Republic of Ireland,Shamrock Rovers,CM,32,62,59,63,59,59,57
Lisandru Tramoni,France,Pisa,CAM,20,62,55,62,68,39,55
Brahim Traoré,France,SM Caen,CB,19,62,30,41,32,63,29
Chaka Traorè,Côte d'Ivoire,Milan,LW,18,62,67,57,63,27,73
Rafa Tresaco,Spain,SD Huesca,ST,23,62,62,44,62,18,65
Nicolò Tresoldi,Germany,Hannover 96,ST,19,62,60,45,65,21,66
Ryan Trevitt,England,Exeter City,CAM,20,62,58,59,66,47,63
Driss Trichard,France,USL Dunkerque,LB,28,62,55,58,59,56,53
Marinos Tzionis,Cyprus,Sporting KC,LW,22,62,50,53,65,26,53
Thor Úlfarsson,Iceland,Houston Dynamo,ST,22,62,62,55,53,24,63
Victor Ulloa,Mexico,Inter Miami CF,CDM,31,62,56,59,61,59,50
Lukas Ullrich,Germany,M'gladbach,LB,19,62,43,54,60,56,39
Tariq Uwakwe,England,Swindon Town,LWB,23,62,50,54,57,56,48
Gonzalo Valdivia,Argentina,Platense,LB,22,62,61,57,66,61,62
Iván Valenzuela,Argentina,Huracán,RB,22,62,31,55,62,59,30
Gustavo Vargas,Paraguay,Guaraní,CB,22,62,25,41,56,60,22
Nikola Vasic,Sweden,Brommapojkarna,ST,32,62,60,50,57,52,63
Agustín Vera,Uruguay,River Plate,CAM,19,62,59,58,70,36,58
Charles Vernam,England,Grimsby Town,LM,27,62,54,54,61,31,53
Pau Víctor,Spain,FC Barcelona,ST,21,62,58,60,64,52,57
Dewar Victoria,Colombia,Millonarios,CM,22,62,52,58,64,45,55
Anderson Villacorta,Peru,UCV,CB,18,62,25,42,25,62,22
Agustín Villalobos,Argentina,Godoy Cruz,CM,20,62,55,65,57,49,51
Jaime Villamil,Bolivia,Blooming,LB,31,62,25,52,40,55,22
Charlie Vindehall,Sweden,IFK Värnamo,CM,27,62,44,60,62,55,38
Bohdan Viunnyk,Ukraine,Shakhtar Donetsk,ST,21,62,62,51,50,30,64
Jakub Vojtuš,Slovakia,Politehnica Iași,ST,29,62,62,51,58,24,64
Jake Vokins,England,Southampton,LB,23,62,45,51,62,58,34
Leonardo Vonić,Croatia,Rot-Weiss Essen,ST,20,62,60,40,62,25,64
Luka Vrbančić,Croatia,Dinamo Zagreb,CM,18,62,54,59,72,53,46
Abdelwahed Wahib,Morocco,US Concarneau,LB,23,62,38,52,59,55,33
Dennis Waidner,Germany,Unterhaching,RB,22,62,26,49,57,59,23
Jacob Wakeling,England,Peterborough,ST,22,62,60,50,61,21,63
Lukas Wallner,Austria,RB Salzburg,CB,20,62,29,45,40,61,23
Wang Haijian,China PR,Shanghai Shenhua,CM,23,62,56,57,67,60,52
Tyrell Warren,England,Barrow,RWB,25,62,31,50,57,59,24
Louie Watson,Republic of Ireland,Charlton Ath,CAM,22,62,49,60,66,41,50
Dylan Watts,Republic of Ireland,Shamrock Rovers,CM,26,62,57,62,63,56,55
Gerrit Wegkamp,Germany,Preußen Münster,ST,30,62,62,52,56,35,61
Josef Welzmüller,Germany,Unterhaching,CB,33,62,27,36,27,63,19
Marcel Wenig,Germany,Frankfurt,CAM,19,62,58,63,61,44,57
Magnus Westergaard,Denmark,Viborg FF,CM,25,62,55,59,62,59,58
Harvey White,England,Stevenage,CDM,22,62,59,64,64,60,57
Tom White,England,Barrow,CDM,26,62,53,58,60,57,52
Jannes Wieckhoff,Germany,Heracles Almelo,RB,23,62,44,55,60,56,40
Conor Wilkinson,Republic of Ireland,Motherwell,ST,28,62,63,56,63,32,62
Loïc Williams,Spain,CD Tenerife,CB,21,62,35,46,55,62,30
Roan Wilson,Costa Rica,Gil Vicente,CM,21,62,53,57,60,55,54
Fabian Windhager,Austria,Blau-Weiss Linz,RWB,22,62,55,57,54,54,56
Felix Vrede Winther,Denmark,Tromsø IL,CM,23,62,52,58,62,58,51
Łukasz Wolsztyński,Poland,Stal Mielec,CAM,28,62,60,60,64,40,59
Joscha Wosz,Germany,SC Verl,CM,21,62,54,63,69,49,53
Arkadiusz Woźniak,Poland,Zagłębie Lubin,RM,33,62,60,60,63,58,63
D'Margio Wright-Phillips,England,Stoke City,LM,22,62,59,51,64,28,61
François Yabré,Burkina Faso,SC Oțelul Galați,CB,32,62,31,33,31,63,28
Yang Kuo,China PR,Wuhan 3 Towns,RWB,30,62,52,55,59,56,52
Yang Xiaotian,China PR,Cangzhou FC,LWB,33,62,54,56,57,56,54
Yang Yun,China PR,Cangzhou FC,CB,35,62,52,48,53,61,49
Kusini Yengi,Australia,Portsmouth,LM,24,62,59,52,65,29,59
Yi Teng,China PR,Changchun Yatai,CB,33,62,37,48,30,60,34
Yu Je Ho,Korea Republic,Suwon Samsung,CM,23,62,47,59,58,50,37
Yu Yang,China PR,Tianjin JMT FC,CB,34,62,26,44,36,60,17
Hampus Zackrisson,Sweden,Varbergs BoIS,CB,29,62,48,52,52,60,44
Kamil Zapolnik,Poland,Puszcza,ST,31,62,61,57,60,44,61
Eriq Zavaleta,El Salvador,LA Galaxy,CB,31,62,46,50,54,59,30
Lequincio Zeefuik,Holland,FC Volendam,ST,18,62,58,41,57,26,60
Ajdin Zeljković,Sweden,IFK Värnamo,ST,25,62,60,55,64,31,64
Nathan Zézé,France,FC Nantes,CB,18,62,31,40,27,65,28
Zhang Wei,China PR,Qingdao Hainiu,LWB,30,62,43,55,54,58,41
Zhang Xiaobin,China PR,Wuhan 3 Towns,CM,29,62,55,57,54,58,53
Zhang Chi,China PR,Shandong Taishan,RB,36,62,50,57,56,61,51
Milen Zhelev,Bulgaria,SC Oțelul Galați,RB,30,62,30,44,54,63,28
Zheng Dalun,China PR,Shenzhen FC,RM,29,62,55,56,66,49,53
Diego Živulić,Croatia,SC Oțelul Galați,CDM,31,62,48,60,59,57,38
Marcel Zylla,Poland,Śląsk Wrocław,CAM,23,62,55,55,65,37,57
Mohammed Abbas,United Arab Emirates,Al Ain FC,CM,21,61,45,60,63,54,44
Amir Abdijanovic,Austria,SCR Altach,ST,22,61,60,51,60,21,61
Abduhamit Abdugheni,China PR,Changchun Yatai,RB,25,61,42,48,63,57,37
Alexander Abrahamsson,Sweden,Brommapojkarna,CB,24,61,25,44,57,60,22
Rafał Adamski,Poland,Zagłębie Lubin,ST,21,61,59,40,57,20,62
Aske Adelgaard,Denmark,Odense BK,LB,19,61,30,46,61,59,30
Michel Ndary Adopo,France,Bergamo Calcio,CM,23,61,54,60,63,62,47
Joe-Loïc Affamah,France,FC Nantes,ST,21,61,64,50,52,28,66
Lalo Aguilar,Spain,CD Leganés,CB,21,61,32,37,34,64,28
Ernest Agyiri,Ghana,Randers FC,CM,25,61,51,62,61,53,44
Tuncer Duhan Aksu,Turkey,Kasımpaşa,LB,26,61,32,52,58,62,26
Khaled Al Blooshi,United Arab Emirates,Al Ain FC,CAM,24,61,48,58,64,44,48
Khalifa Al Dawsari,Saudi Arabia,Al Hilal,CB,24,61,38,45,50,59,35
Amaar Al Dohaim,Saudi Arabia,Al Fateh,CB,30,61,41,45,39,59,41
Faisal Al Ghamdi,Saudi Arabia,Al Ittihad,CM,22,61,49,57,61,58,50
Abdullah Al Hamdan,Saudi Arabia,Al Hilal,CF,24,61,58,57,59,34,56
Mohammed Al Majhad,Saudi Arabia,Al Ahli,CDM,27,61,55,58,60,53,55
Abdullah Al Meqran,Saudi Arabia,Al Fateh,ST,26,61,58,58,63,34,61
Saad Al Mousa,Saudi Arabia,Ettifaq FC,CB,20,61,25,51,52,60,20
Yousef Al Mozairib,Saudi Arabia,Al Hazem,LM,25,61,55,49,62,42,58
Abdulrahman Al Safri,Saudi Arabia,Al Fayha,CDM,30,61,36,57,58,56,32
Abdullah Al Salem,Saudi Arabia,Al Khaleej,ST,30,61,61,58,58,52,61
Khaled Al Samiri,Saudi Arabia,Al Khaleej,CM,26,61,48,60,64,58,45
Abdulelah Al Shammari,Saudi Arabia,Abha Club,RW,24,61,50,58,70,33,52
Cheye Alexander,England,Gillingham,RB,28,61,48,54,60,55,48
Bastian Allgeier,Germany,SSV Ulm 1846,RWB,21,61,29,48,54,57,30
André Alsanati,Iraq,IK Sirius,RW,23,61,57,59,61,42,55
Fernando Álvarez,Colombia,CF Montréal,CB,20,61,34,43,33,60,25
Ricardo Alves,Switzerland,Yverdon Sport FC,CAM,21,61,44,59,71,48,40
Giuseppe Ambrosino,Italy,Catanzaro,ST,20,61,57,55,60,40,58
Wisdom Amey,Italy,Bologna,CB,18,61,39,52,41,60,32
Danny Amos,Northern Ireland,Grimsby Town,LB,23,61,44,54,57,55,36
Harry Anderson,England,Stevenage,RW,26,61,54,55,61,50,53
Marius Antoche,Romania,FC Hermannstadt,CB,31,61,34,50,46,58,32
Ayman Aourir,Morocco,Leverkusen,CAM,19,61,54,59,65,42,54
Thomas Aquilina,Australia,Newcastle Jets,RB,22,61,22,48,60,52,20
Martín Araya,Chile,Palestino,LM,18,61,55,61,62,48,51
Ossama Ashley,England,Salford City,CM,23,61,48,56,61,61,47
Arthur Atta,France,FC Metz,CAM,20,61,49,56,62,56,46
Aventis Aventisian,Armenia,Go Ahead Eagles,LB,21,61,31,41,58,58,29
Yasin Ayari,Sweden,Coventry City,CM,20,61,51,60,65,49,50
Cristhian Báez,Paraguay,Gral. Caballero,ST,20,61,62,50,62,24,66
Bai Yang,China PR,Beijing Guoan,CB,25,61,26,36,25,60,20
Odin Bailey,England,Stockport,RM,23,61,56,56,59,34,55
James Balagizi,England,Wigan Athletic,CM,20,61,61,59,65,46,60
Aden Baldwin,England,Notts County,CB,26,61,40,46,47,60,28
Samuel Ballet,Switzerland,FC Winterthur,LM,22,61,58,52,65,22,59
Guillermo Balzi,Argentina,Newell's,CM,22,61,57,60,62,51,59
Paddy Barrett,Republic of Ireland,Shelbourne,CB,30,61,42,45,46,60,38
Norman Bassette,Belgium,KV Mechelen,ST,18,61,60,40,54,27,65
Luca Bazzoli,Germany,Preußen Münster,CB,22,61,32,35,35,63,26
Owen Beck,Wales,Dundee FC,LB,21,61,40,53,55,56,37
Marcel Benger,Germany,SC Verl,CDM,25,61,42,58,57,60,40
Rhys Bennett,England,Manchester Utd,CB,19,61,37,48,50,59,31
Viktor Bergh,Sweden,IFK Värnamo,LB,24,61,26,48,55,54,24
Lucas Bergvall,Sweden,Djurgårdens IF,CM,17,61,50,60,69,51,51
Nicolò Bertola,Italy,Spezia,CB,20,61,32,36,38,62,29
Rahul Bheke,India,Mumbai City FC,RB,32,61,35,50,47,58,37
Carl Björk,Sweden,IFK Norrköping,ST,23,61,59,52,58,27,60
Koen Blommestijn,Holland,FC Volendam,ST,23,61,63,47,51,21,63
Tom Bloxham,England,Morecambe,ST,19,61,59,51,63,27,60
Ernest Boahene,Ghana,Strømsgodset IF,RWB,23,61,44,53,59,55,39
Thomas Boakye,Ghana,Halmstads BK,RM,30,61,45,54,61,56,43
Luke Bodnar,Australia,Perth Glory,CDM,23,61,38,52,54,58,36
