Name,Club,Position,Overall,Shooting,Passing,Dribbling,Defending,Finishing
Jonas Häkkinen,Cork City,CB,55,32,38,41,56,29
Rayan Hamed,Al Ahli,CB,55,27,45,46,54,26
Calvin Harris,Colorado Rapids,LM,55,52,45,59,33,56
He Zhenyu,Changchun Yatai,RW,55,54,47,57,22,51
Fritiof Hellichius,IFK Norrköping,CM,55,38,55,55,45,36
Aaron Henry,Crawley Town,CM,55,47,53,52,47,42
Selmin Hodza,FC Zürich,RWB,55,46,54,50,50,38
Jannik Hofmann,1. FC Nürnberg,RB,55,33,42,49,50,29
Louie Holzman,Bohemian FC,CB,55,25,31,33,56,19
De Pievre Ilunga,Degerfors IF,CM,55,39,50,62,48,36
Luca Jaquez,FC Luzern,CB,55,26,36,42,54,19
Romario Jesuraj,Chennaiyin FC,RM,55,46,49,55,27,46
Cody Johnson,Stockport,CM,55,47,54,55,48,44
Kaedyn Kamara,Preston,CM,55,44,55,54,54,45
Daniel Kanu,Charlton Ath,ST,55,53,40,52,20,56
Hisham Kasimu,Sutton United,ST,55,54,38,54,25,56
Gene Kennedy,Colchester,CDM,55,43,50,51,51,43
Brandon Khela,Birmingham City,CAM,55,44,52,51,43,43
Kim Min Seok,Incheon United,LW,55,48,45,63,41,50
Kim Ji Hoon,Daejeon Citizen,RWB,55,28,39,52,55,26
Filip Kocaba,Zagłębie Lubin,CDM,55,42,48,52,52,33
Krzysztof Kolanko,Górnik Zabrze,LM,55,49,47,66,22,47
Rohit Kumar,Bengaluru FC,CDM,55,44,49,53,50,41
Bertram Kvist,Brøndby IF,CAM,55,48,50,58,37,50
Kwak Seung Min,Jeju United,ST,55,52,36,48,43,56
Lalchungnunga,East Bengal,CB,55,28,40,43,54,21
Jake Leake,Tranmere Rovers,LB,55,30,43,55,50,23
Kameron Ledwidge,Shelbourne,CB,55,31,45,53,54,27
Lee Geon Hee,GwangJu FC,ST,55,56,38,46,21,60
Lee Jong Hyun,Daejeon Citizen,RWB,55,29,36,53,52,27
Liu Zhurun,Shanghai Port,ST,55,54,38,53,17,61
Liu Xinyu,Cangzhou FC,RM,55,51,49,56,34,50
Klaidi Lolos,Crawley Town,ST,55,56,40,48,18,57
Nathan Lowe,Stoke City,ST,55,55,41,45,26,57
Jakub Lutostański,Śląsk Wrocław,ST,55,57,37,46,18,60
Ayom Majok,Brisbane Roar,ST,55,52,43,55,29,54
Jovon Makama,Lincoln City,ST,55,55,38,51,26,55
Aiden Marsh,Barnsley,ST,55,54,38,49,21,60
Valpuia,Mumbai City FC,CB,55,27,36,28,53,24
Henrik Molvær Melland,Aalesunds FK,CM,55,44,53,57,53,40
Jean Baptiste Mendy,Univ. Craiova,CB,55,26,33,30,54,22
Jevon Mills,Hull City,CB,55,27,32,30,55,24
Bryce Miranda,Kerala Blasters,LM,55,48,47,55,36,49
Hazem Mohammed,Al Ain FC,RM,55,43,50,60,34,43
Hira Mondal,NorthEast United,LB,55,36,40,41,50,29
Gustav Mortensen,Lyngby BK,LWB,55,29,42,54,48,31
Szczepan Mucha,Piast Gliwice,ST,55,53,44,62,19,58
Irsan Muric,KVC Westerlo,ST,55,54,40,41,25,58
Drew Murray,SC Freiburg II,CB,55,24,43,28,54,18
Kiyan Nassiri,ATK Mohun Bagan,ST,55,56,46,57,21,59
Harvey Neville,Inter Miami CF,RB,55,35,44,53,51,32
Kieran Ngwenya,Aberdeen,LWB,55,34,43,52,53,31
Niu Ziyi,Henan SSLM FC,LB,55,28,39,52,53,29
Kristoffer S. Ødven,Aalesunds FK,CM,55,48,53,59,46,48
Tani Oluwaseyi,Minnesota United,ST,55,56,40,52,29,60
Mohamed Ouédraogo,SCR Altach,LWB,55,34,47,63,49,30
Michał Ozga,Jagiellonia,CB,55,25,42,45,55,23
Isaiah Parente,Columbus Crew,CAM,55,43,57,60,45,40
Park Chang Woo,Jeonbuk Hyundai,RB,55,37,45,58,50,36
Rafferty Pedder,QPR,CM,55,38,58,55,43,35
Charlie Pegrum,Leyton Orient,RM,55,43,49,55,36,40
Ethan Pye,Stockport,CB,55,24,35,39,55,20
Andreas Pyndt,Silkeborg IF,CM,55,42,49,57,50,42
Mihnea Rădulescu,FC Petrolul,RW,55,52,48,59,22,55
Elmin Rastoder,Grasshopper Club,ST,55,57,39,49,20,62
Princeton Rebello,Odisha FC,CDM,55,43,49,58,50,42
Will Richmond,SJ Earthquakes,LM,55,42,48,60,24,47
Kyle Robinson,Drogheda United,ST,55,53,45,55,26,56
Alexis Rodas,Gral. Caballero,RM,55,40,53,53,58,31
Alan Rodriguez,Yverdon Sport FC,CM,55,46,54,61,53,42
Alberson Rodríguez,Monagas SC,CM,55,47,49,73,38,46
Juan Manuel Romero,Olimpia,ST,55,56,40,54,20,63
Imari Samuels,Brighton,LB,55,27,44,59,52,23
Lauge Sandgrav,Lyngby BK,CM,55,52,53,55,50,50
Mathias Dahl Sauer,AGF,CM,55,44,54,64,49,45
Lewis Shipley,Accrington,CB,55,27,36,38,55,23
Lewis Simper,Cambridge Utd,CDM,55,47,53,55,49,43
Germanpreet Singh,Jamshedpur FC,CDM,55,43,51,51,49,41
Jitendra Singh,Jamshedpur FC,CDM,55,42,50,50,53,41
Jesper Skau,Odds BK,CM,55,40,52,55,52,42
Collin Smith,FC Dallas,RB,55,37,45,49,51,34
Jakub Snopczyński,Radomiak Radom,CAM,55,47,50,60,33,45
Ramzi Solan,Damac FC,RB,55,48,46,58,46,47
Jason Sraha,Shrewsbury,CB,55,25,35,37,55,24
Sanjeev Stalin,Mumbai City FC,LB,55,26,45,49,51,24
Alexandru Stan,FC Rapid 1923,ST,55,52,45,54,26,56
Mihailo Stevanovic,FC St. Gallen,CM,55,41,50,64,53,39
Jonah Sticker,Viktoria Köln,RWB,55,28,48,50,51,26
Leon Suzuki,Braunschweig,CB,55,34,42,31,55,34
Kian Taylor,Preston,CB,55,34,47,45,54,31
Jano ter Horst,Preußen Münster,CB,55,21,35,26,56,15
Gideon Tetteh,Shamrock Rovers,RW,55,51,48,56,35,55
Dylan Teves,Sounders FC,RM,55,51,50,54,44,50
Oliver Tipton,Notts County,CB,55,43,44,31,54,43
Krzysztof Toporkiewicz,Jagiellonia,ST,55,54,43,54,18,56
Filip Trpcevski,BK Häcken,ST,55,54,49,59,26,56
Cem Üstündag,WSG Tirol,CM,55,41,54,62,43,33
Muhammed Uvais,Jamshedpur FC,LB,55,34,38,51,54,34
Oskar van Hattum,Well. Phoenix,ST,55,53,43,58,39,56
Diego van Oorschot,Heracles Almelo,ST,55,58,48,57,28,60
Edwin Sydney Vanspaul,East Bengal,CDM,55,34,50,48,50,31
Jakob Vester,Viborg FF,CM,55,40,52,62,51,43
Caylan Vickers,Reading,CAM,55,44,50,63,34,42
Eyram Viegbe,Valenciennes FC,CDM,55,33,48,52,54,28
Gino Vivi,LA Galaxy,CAM,55,52,52,59,29,54
Luke Wade-Slater,Drogheda United,RM,55,52,53,54,50,53
Wang Xianjun,Dalian Pro,CB,55,37,48,42,52,34
Wang Jiahao,Nantong Zhiyun FC,RW,55,51,50,58,29,50
Christie Ward,Wycombe,CAM,55,53,54,55,52,51
Adam Wells,UCD AFC,CB,55,28,44,47,54,30
Viktor Widell,IF Elfsborg,RB,55,37,46,50,50,38
Rasmus Wikström,Mjällby AIF,CB,55,29,42,44,56,26
Yan Zhiyu,Changchun Yatai,RWB,55,28,35,47,57,26
Yao Daogang,Meizhou Hakka,CDM,55,31,39,38,58,26
Besfort Zeneli,IF Elfsborg,LW,55,52,47,61,22,54
Zhang Huachen,Shanghai Port,CM,55,44,54,51,56,41
Zhao Jianfei,Shandong Taishan,CB,55,25,33,36,54,20
Rami Zouaoui,Braunschweig,CAM,55,47,52,61,32,46
Halik Abraham,Shanghai Port,CM,54,41,53,63,44,40
Aaron Akalé,FC Basel 1893,ST,54,55,39,56,19,58
Sultan Al Akouz,Al Wehda,LM,54,46,50,54,31,48
Dhari Al Enazi,Damac FC,LB,54,30,41,48,52,34
Adeeb Al Haizan,Al Tai,ST,54,54,44,50,24,55
Ziyad Al Jari,Al Fateh,CB,54,30,32,31,54,28
Hassan Al Slais,Al Fateh,ST,54,55,35,47,20,60
Kaden Amaniampong,Viktoria Köln,CB,54,24,44,38,54,19
Dirk Asare,KV Mechelen,CDM,54,32,46,51,51,26
Leon Avdullahu,FC Basel 1893,CDM,54,35,49,56,50,31
Daniel Babb,UCD AFC,RB,54,38,43,45,52,35
Ahmed Bahusayn,Al Taawoun,CM,54,48,55,54,49,48
Brendan Barr,UCD AFC,CDM,54,41,49,53,49,39
Emil Benny,Jamshedpur FC,CAM,54,45,55,54,42,45
Kevin Berkoe,Salford City,LB,54,28,34,48,48,30
Eirik Blikstad,Strømsgodset IF,CB,54,28,40,48,54,24
Magnus Bøttker,Silkeborg IF,ST,54,50,45,51,21,53
Matthew Bozinovski,Melb. Victory,CB,54,27,32,29,53,17
Jed Brown,Crawley Town,LM,54,44,44,50,25,46
Cosmin Bucuroiu,FC Hermannstadt,RW,54,48,47,56,25,47
Livan Burcu,SV Sandhausen,CM,54,44,51,54,50,45
Tobías Cabrera,O. Petrolero,ST,54,52,43,52,16,52
Cai Mingmin,Cangzhou FC,CM,54,44,58,53,44,45
Max Caputo,Melbourne City,ST,54,52,43,47,29,55
Sauvik Chakrabarti,East Bengal,CDM,54,42,46,46,52,38
Josh Chambers,Gillingham,CAM,54,48,51,54,28,49
Chen Jie,Meizhou Hakka,CM,54,43,49,55,56,43
Chen Keqiang,Henan SSLM FC,LM,54,52,50,56,44,55
Ajay Chhetri,East Bengal,CDM,54,38,47,46,49,38
Ayush Chhetri,FC Goa,CDM,54,38,48,53,49,36
Makan Winkle Chothe,Hyderabad FC,RW,54,44,50,53,21,47
Éanna Clancy,UCD AFC,CB,54,25,41,40,54,21
Chay Cooper,Colchester,CAM,54,49,52,56,35,46
Joel Cotterill,Stockport,CM,54,43,54,53,47,33
Kieran Cruise,Shamrock Rovers,LWB,54,30,44,50,50,31
Rohit Danu,Bengaluru FC,LW,54,52,46,54,26,52
Sourav Das,Chennaiyin FC,CDM,54,36,49,48,48,37
Malik Deme,BSC Young Boys,RM,54,47,47,60,26,48
Mark Dignam,UCD AFC,RM,54,41,50,54,50,49
Matthias Dollinger,Austria Klagenfurt,LB,54,24,39,48,51,22
Sam Durrant,Dundalk,CAM,54,46,52,56,37,43
Michael Edwards,Colorado Rapids,CB,54,27,32,22,52,20
Ilias El Hari,KVC Westerlo,RW,54,51,45,64,24,56
Nassim Elouarti,Wehen Wiesbaden,CDM,54,46,51,51,52,41
Florian Engelhardt,Viktoria Köln,CDM,54,39,50,53,54,38
Bento Estrela,Red Bulls,CM,54,39,54,61,37,41
Fei Ernanduo,Shanghai Shenhua,ST,54,52,38,50,18,54
Marcus Ferkranus,LA Galaxy,CB,54,21,37,25,55,17
Sam Gale,Gillingham,CB,54,35,41,35,51,33
Saviour Gama,FC Goa,LB,54,42,44,50,46,42
Carlos Gavilán,Gral. Caballero,CAM,54,49,51,54,36,48
Parthib Gogoi,NorthEast United,RW,54,50,46,56,25,52
Sarthak Golui,Chennaiyin FC,RB,54,31,34,47,50,31
Joe Gubbins,Accrington,CB,54,25,35,30,54,25
Gideon Guzy,SC Verl,LB,54,26,41,56,47,24
Ramon Guzzo,FC Zürich,CB,54,32,44,38,55,30
Michael Halliday,Orlando City,RB,54,29,43,46,49,29
Han Dong,Henan SSLM FC,LM,54,53,46,56,28,57
Simen Vatne Haram,Aalesunds FK,CB,54,30,37,40,54,29
Finn Hetzsch,FC Erzgebirge Aue,LB,54,33,46,52,47,33
Donal Higgins,UCD AFC,CM,54,48,52,57,50,49
Lucas Høgsberg,FC Nordsjælland,RB,54,25,40,47,46,21
Matúš Holíček,Crewe Alexandra,LM,54,47,47,55,31,45
Corey Hollman,Sydney FC,CM,54,48,54,54,48,48
Stian Aarønes Holte,Aalesunds FK,CB,54,31,37,29,53,25
Joshua Honohan,Cork City,CB,54,34,46,52,54,38
Hu Jing,Rongcheng FC,CB,54,27,34,27,56,23
Bradley Ihionvien,Colchester,ST,54,51,40,49,24,52
Brooklyn Ilunga,MK Dons,LWB,54,48,47,55,47,48
Mustapha Isah,Randers FC,RM,54,41,43,62,21,45
Luca Jaquenoud,Yverdon Sport FC,RB,54,30,42,48,53,28
Jiang Zilei,Nantong Zhiyun FC,RM,54,45,49,50,39,46
Zak Johnson,Sunderland,CB,54,28,40,46,55,25
Jarlath Jones,Drogheda United,LB,54,39,48,50,52,39
Rory Jordan,Newcastle Jets,LM,54,51,49,56,34,52
Wiktor Kamiński,Warta Poznań,ST,54,54,38,50,22,57
Hamzad Kargbo,QPR,ST,54,54,41,46,26,58
Noah Karunaratne,Well. Phoenix,LW,54,45,47,67,35,48
Prasanth Karuthadathkuni,Punjab FC,RM,54,41,48,50,26,41
Cian Kavanagh,Derry City,ST,54,51,50,53,25,53
Lukas Kelly-Heald,Well. Phoenix,LB,54,37,46,50,51,32
Imran Khan,Jamshedpur FC,LM,54,45,50,54,49,45
David Kubatta,Viktoria Köln,CB,54,22,37,28,53,18
Ajith Kumar,Chennaiyin FC,RB,54,32,41,47,48,27
Anton Kurochkin,Varbergs BoIS,LM,54,45,48,57,32,46
Krzysztof Kurowski,Śląsk Wrocław,LB,54,25,39,48,48,22
Miłosz Kurowski,Śląsk Wrocław,CAM,54,44,50,64,33,40
Provat Lakra,Jamshedpur FC,RB,54,29,41,47,48,24
Dinpuia,Jamshedpur FC,CB,54,36,37,35,53,34
Mateusz Lechowicz,Warta Poznań,CB,54,28,33,26,55,26
Lee Kang Han,Gangwon FC,RWB,54,47,44,56,49,51
Liang Shaowen,Beijing Guoan,CB,54,50,40,42,51,48
Andréa Librici,STVV,CM,54,43,55,57,50,39
Alexander Hedén Lindskog,Degerfors IF,CB,54,25,41,49,53,18
Ahmed Longmire,Nashville SC,CB,54,25,31,27,55,21
Lü Zhuoyi,Dalian Pro,LB,54,49,45,58,46,54
Jack Lynn,Orlando City,ST,54,57,43,44,25,62
Matty Macarthur,Gillingham,LM,54,43,47,57,26,40
Jithin MS,NorthEast United,LW,54,48,49,53,33,51
Mohammed Mahzari,Ettifaq FC,CM,54,42,51,58,48,40
Saurav Mandal,Kerala Blasters,RM,54,46,49,50,30,45
Ninthoi Meetei,Chennaiyin FC,RM,54,42,44,52,29,44
Jack Milne,Aberdeen,CDM,54,34,53,51,51,28
Zach Mitchell,Colchester,CB,54,28,37,34,53,24
Liam Möller,HJK Helsinki,CAM,54,48,51,50,34,46
Isaac Moore,Coventry City,CM,54,40,51,55,46,31
Claudiu Negoescu,UTA Arad,RM,54,43,45,58,32,41
Ronny Nelson,Colchester,CB,54,21,39,32,55,15
Kitt Nelson,Preston,CAM,54,46,52,56,35,49
Danny Norris,UCD AFC,LM,54,50,48,55,42,53
Connor O'Brien,Accrington,RB,54,29,43,55,45,27
Taulant Parallangaj,Halmstads BK,CB,54,25,31,23,53,18
Niclas Holm Pedersen,Silkeborg IF,LM,54,49,47,56,25,51
Jonathan Perez,LA Galaxy,RM,54,50,48,55,26,51
Aaron Pickles,Accrington,CB,54,26,32,31,53,22
Jakub Pochcioł,Górnik Zabrze,CDM,54,35,48,55,52,32
Robert Marian Popescu,FC Voluntari,LM,54,45,48,56,25,45
Oscar Priestman,WS Wanderers,CDM,54,42,49,45,48,38
Mobashir Rahman,East Bengal,CM,54,48,50,52,48,45
Amey Ranawade,Odisha FC,RB,54,26,39,46,49,24
Jayesh Rane,Mumbai City FC,CM,54,50,53,55,39,46
Sumit Rathi,ATK Mohun Bagan,LB,54,33,42,45,50,32
Frederik Recktenwald,Saarbrücken,RWB,54,35,44,58,49,32
Miguel Reichmuth,FC Zürich,CM,54,42,54,62,53,38
Wilfredo Rivera,Orlando City,LM,54,42,47,55,25,45
Alessio Rizza,Cittadella,LB,54,31,33,49,53,32
Jannik Robatsch,Austria Klagenfurt,CB,54,27,42,36,53,23
Rochharzela,NorthEast United,RW,54,42,52,54,32,41
Noah Rupp,FC Luzern,CM,54,48,56,52,42,48
Mansour Saeed,Al Ain FC,LB,54,32,43,53,49,29
Alex Saji,Hyderabad FC,RB,54,31,38,38,53,30
Samuel Sandoval,O. Petrolero,LM,54,44,47,55,29,42
Zac Sapsford,WS Wanderers,ST,54,50,46,52,32,51
Josh Seary,Preston,RWB,54,38,49,52,46,37
Johannes Selvén,Odense BK,RM,54,47,47,54,26,50
Parag Shrivas,Bengaluru FC,CB,54,28,42,46,53,27
Hussain Sibyani,Al Shabab,LB,54,25,38,55,47,21
Huidrom Singh,Kerala Blasters,LB,54,28,37,54,51,29
Jiteshwor Singh,Chennaiyin FC,CDM,54,37,46,54,49,35
Bidyashagar Singh,Kerala Blasters,ST,54,51,43,53,35,51
Amarjit Singh Kiyam,Punjab FC,CM,54,42,52,56,49,40
Melvin Sjöland,Halmstads BK,CM,54,42,56,52,39,42
Bailey Sloane,Accrington,LB,54,28,37,53,51,22
Scott Smith,Wigan Athletic,CM,54,47,53,53,46,45
Harrison Sodje,Leyton Orient,LB,54,38,43,46,50,33
Michael Soosairaj,Odisha FC,LW,54,48,49,50,46,49
Răzvan Andrei Tănasă,SC Oțelul Galați,CM,54,44,54,55,43,41
Joe Taylor,Colchester,ST,54,55,36,38,20,61
Sam Taylor,Tranmere Rovers,ST,54,55,35,47,17,58
Saliou Thioune,Yverdon Sport FC,CAM,54,47,50,64,36,45
Redeem Tlang,NorthEast United,RW,54,45,48,53,29,42
Karlo Tomašec,Univ. Craiova,CB,54,34,44,43,55,32
Christian Torres,LAFC,RW,54,54,45,55,23,51
Musa Toure,Adelaide United,RM,54,46,46,56,30,45
Jacob Trenskow,Kalmar FF,RW,54,46,52,56,46,45
Isak Vanlalruatfela,Odisha FC,LW,54,49,52,56,40,49
Fabio Vargas,O. Petrolero,RB,54,28,38,49,51,28
Roberto Voican,FC Voluntari,CM,54,42,57,54,41,39
Yannick Vötter,WSG Tirol,ST,54,55,45,64,24,56
Tomasz Walczak,Raków,ST,54,53,40,51,19,55
Wei Lai,Nantong Zhiyun FC,CB,54,27,28,28,59,25
Fabian Wilfinger,TSV Hartberg,CM,54,43,53,52,44,38
Jay Williams,Crawley Town,CB,54,27,38,41,53,22
Josh Woods,Accrington,ST,54,53,42,54,19,56
Wu Wei,Dalian Pro,CM,54,47,50,52,54,41
Laurence Wyke,Nashville SC,CB,54,24,30,29,54,18
Yang Zihao,Tianjin JMT FC,LWB,54,28,38,41,50,25
Ablikim Abdusalam,Zhejiang Pro,LM,53,38,49,59,42,33
Babajide Adeeko,Wigan Athletic,CM,53,42,51,56,46,41
Ayush Adhikari,Chennaiyin FC,CM,53,45,50,55,50,44
Malek Al Darwish,Al Khaleej,RM,53,47,49,54,36,48
Turki Al Mutairi,Al Hazem,ST,53,49,36,51,17,52
Othman Al Othman,Al Fateh,RW,53,44,44,52,19,44
Faisal Ali,Bengaluru FC,RW,53,48,46,51,29,49
Sebastian Anderson,Colorado Rapids,RB,53,32,43,55,50,32
Jamie Andrews,Grimsby Town,CM,53,46,57,51,40,47
Mayowa Animasahun,Dundalk,CB,53,25,28,32,56,21
Joel Anker,MK Dons,CAM,53,47,54,50,38,46
David Bendrik,Varbergs BoIS,RWB,53,36,48,46,49,30
Xavier Benjamin,Cardiff City,CB,53,32,40,37,51,28
Kenan Bilalovic,IFK Värnamo,CAM,53,42,52,54,36,40
Love Björnson,Mjällby AIF,ST,53,53,45,48,25,54
Nathanael Blair,WS Wanderers,ST,53,50,36,43,28,50
Alexandru Blidar,FCU 1948,RM,53,37,48,55,37,32
Oskar Boesen,Silkeborg IF,CM,53,44,51,54,44,44
Stephen Bolma,IFK Norrköping,CM,53,38,52,58,47,39
Gaurav Bora,NorthEast United,CB,53,27,41,32,51,25
Cian Byrne,Bohemian FC,CB,53,30,39,38,53,26
Sean Carey,Shamrock Rovers,RWB,53,28,39,53,51,29
Ludvig Carlius,Mjällby AIF,CM,53,41,52,52,46,40
Chen Chunxin,Qingdao Hainiu,CM,53,40,54,53,49,38
Luca de Meester,Viktoria Köln,RM,53,42,49,56,38,40
Aidan Denholm,Hearts,CM,53,49,56,56,34,49
Noureddine El Bahhar,Al Ittihad,CAM,53,50,57,53,30,48
Cameron Elliott,Dundalk,ST,53,54,42,53,23,55
David Ezeh,HJK Helsinki,ST,53,51,46,54,23,52
Kingslee Fernandes,Punjab FC,CM,53,42,48,54,46,41
Emmanuel Fernandez,Peterborough,CB,53,23,28,28,55,17
Julian Gaines,LAFC,RB,53,24,44,51,48,21
Antoine Hainaut,Parma,CM,53,41,53,56,46,38
Josh Hallard,AFC Wimbledon,LB,53,24,42,52,49,22
Bret Halsey,FC Cincinnati,RB,53,23,42,49,50,21
Emmanuel Harvest,Leyton Orient,CDM,53,34,44,48,51,32
Isaac Hughes,Well. Phoenix,CB,53,39,47,40,53,34
Andrin Hunziker,FC Basel 1893,ST,53,51,38,40,25,56
Oliwier Hyla,Cracovia,RWB,53,30,39,52,48,32
Tega Ikoba,Portland Timbers,ST,53,50,34,42,21,54
Rony Jansson,Kalmar FF,CB,53,23,43,45,54,20
Jeon Sung Jin,Jeju United,LWB,53,34,52,55,39,23
Ji Shengpan,Zhejiang Pro,RM,53,43,48,59,37,38
Alexandru Jipa,FC Hermannstadt,RW,53,45,50,52,42,47
Frank Junior Adjei,IFK Värnamo,LM,53,50,45,55,25,52
Florian Kastrati,Crawley Town,RM,53,43,46,53,42,42
Johan Kenneryd,IFK Värnamo,CB,53,25,36,40,52,19
Evan Khouri,Grimsby Town,CM,53,44,51,54,49,42
Kim Kyu Pyo,Pohang Steelers,CM,53,44,52,55,46,42
Kim Ki Hwan,Gangwon FC,LWB,53,33,49,53,47,20
Pontus Kindberg,IFK Värnamo,LB,53,31,46,48,48,28
Emil Kischka,Braunschweig,CM,53,45,52,55,39,49
Luca Kjerrumgaard,Stabæk Fotball,ST,53,52,37,52,20,57
Olaf Korczakowski,Pogoń Szczecin,LM,53,47,48,57,28,46
Kacper Kucharczyk,Korona Kielce,RM,53,49,48,54,27,50
Jan Łabędzki,ŁKS Łódź,CM,53,44,53,54,34,42
Daniel Lalhlimpuia,Punjab FC,ST,53,50,42,53,23,49
Jerry Lawrence,Bristol Rovers,CM,53,45,51,53,44,44
Michael Leddy,Drogheda United,ST,53,53,44,56,23,55
Antonio Leone,LAFC,CB,53,23,33,27,54,16
Lim Hyeong Jin,Incheon United,CB,53,29,40,34,52,22
Heiber Linares,Puerto Cabello,CB,53,31,30,30,59,31
Piotr Liszewski,Piast Gliwice,RB,53,27,32,53,52,22
Liu Le,Dalian Pro,LB,53,25,36,44,54,23
Liu Jiahui,Henan SSLM FC,CB,53,26,41,23,52,22
Liu Yixin,Henan SSLM FC,LB,53,26,33,26,54,25
Adam MacKinnon,Ross County,CM,53,39,52,52,41,30
Glenn McConnell,Cambridge Utd,CAM,53,47,51,53,42,50
Evan McLaughlin,Derry City,CAM,53,48,54,55,36,46
Teddy Mfuni,Oxford United,CB,53,26,32,31,53,23
Manoj Mohammad,Hyderabad FC,LB,53,30,38,48,48,29
Devendra Murgaonkar,FC Goa,ST,53,50,47,52,26,52
Muhammed Nemil,FC Goa,CAM,53,41,51,51,35,40
Sebastian Nilsson,Kalmar FF,LB,53,24,38,42,53,21
Conan Noonan,Shamrock Rovers,ST,53,50,39,57,18,56
Finn O'Boyle,Harrogate Town,LM,53,48,45,52,22,47
Matthew O'Brien,Drogheda United,CAM,53,52,50,53,48,51
Harvey O'Brien,UCD AFC,CB,53,34,41,30,52,35
Charlie O'Connell,Peterborough,CB,53,35,43,47,52,34
Morten Olsen,Hvidovre IF,ST,53,57,36,55,19,61
Ike Orji,Gillingham,RB,53,34,40,45,48,30
Igor Orlikowski,Zagłębie Lubin,RB,53,26,32,44,53,25
Marius Papuga,Hvidovre IF,CM,53,40,51,59,44,30
Park Yong Hui,Daegu FC,RW,53,40,41,59,31,41
Arthur Piedfort,KVC Westerlo,CB,53,24,29,24,55,20
Kayden Pierre,Sporting KC,RB,53,26,41,51,46,24
Qian Yumiao,Tianjin JMT FC,RWB,53,24,39,46,51,18
Fabricio Quaglio,The Strongest,LM,53,50,40,51,30,53
Abdul Rabeeh,Hyderabad FC,RW,53,48,49,51,43,48
Kiban Rai,Newport County,CAM,53,48,50,52,39,51
Mohamad Rakip,East Bengal,RB,53,25,38,35,48,18
Paul Ramfangzauva,Odisha FC,CDM,53,34,50,49,47,26
Hayden Sargis,D.C. United,CB,53,24,30,36,55,18
Phoenix Scholtz,MK Dons,RWB,53,31,43,47,46,28
Jordan Semedo,Cercle Brugge,LB,53,28,35,47,48,27
Sha Yibo,Qingdao Hainiu,CB,53,25,28,26,57,20
Shin Sang Eun,Daejeon Citizen,RW,53,52,37,57,22,56
Anton Sorenson,Philadelphia,LB,53,26,42,49,50,23
Steven Sserwadda,Red Bulls,CM,53,40,50,52,44,35
Ludvig Svanberg,Hammarby IF,CB,53,23,33,21,54,21
Tang Chuang,Rongcheng FC,ST,53,54,36,53,21,55
Tao Qianglong,Wuhan 3 Towns,RM,53,52,41,60,32,54
Sahil Tavora,Hyderabad FC,CDM,53,49,51,46,49,48
Komal Thatal,Jamshedpur FC,LM,53,46,43,54,26,47
Keegan Tingey,SJ Earthquakes,CB,53,26,29,27,57,23
Bartosz Tomaszewski,Lech Poznań,CB,53,31,31,40,54,30
Emre Topçu,Drogheda United,CM,53,49,52,54,52,50
Jackson Travis,Colorado Rapids,LB,53,31,39,62,48,31
Isaac Vanmalsawma,Odisha FC,CM,53,46,52,55,47,46
Adam Verdon,UCD AFC,CM,53,43,51,50,46,44
Wang Chu,Rongcheng FC,CAM,53,35,56,51,37,30
Wang Dongsheng,Zhejiang Pro,LB,53,26,32,57,51,20
Brad Williams,Harrogate Town,RM,53,44,43,53,30,43
Thomas Williams,Orlando City,CB,53,31,37,42,52,31
Cameron Windust,Central Coast,CB,53,23,36,35,55,21
Zhou Xin,Shenzhen FC,CB,53,30,42,47,52,29
Peter Abimbola,Northampton,CM,52,46,48,55,47,45
Meshal Al Alaeli,Ettifaq FC,LB,52,29,38,48,45,30
Azzam Al Bishi,Al Wehda,ST,52,51,42,48,21,53
Nasser Al Bishi,Al Shabab,CAM,52,41,52,53,34,43
Rakan Al Dawsari,Al Raed,ST,52,50,35,47,17,56
Ali Al Jassim,Al Fateh,RW,52,43,47,51,22,45
Nawaf Al Rashoudi,Al Taawoun,CAM,52,50,50,58,31,53
Marwan Al Sahafi,Al Ittihad,RM,52,42,43,55,25,45
Ali Al Shaefi,Al Khaleej,LB,52,33,45,50,49,30
Mathias Andreasen,Hvidovre IF,ST,52,55,36,48,19,59
Hendry Antonay,Odisha FC,RB,52,26,40,42,47,24
Gbemi Arubi,Shelbourne,ST,52,50,43,55,25,54
Sulaiman Asiri,Abha Club,RB,52,46,49,53,47,47
Leon Augustine,Punjab FC,RM,52,40,47,49,26,41
Josh Bailey,Shrewsbury,LWB,52,32,42,48,47,30
Jake Batty,Blackburn Rovers,LB,52,30,35,58,51,30
Namgyal Bhutia,Bengaluru FC,RWB,52,45,46,50,45,44
Gabriel Billington,Exeter City,CB,52,41,49,47,49,38
Owen Bray,Barrow,CM,52,46,52,55,40,43
Andy Breuer,Saarbrücken,CM,52,42,51,56,42,42
Marcel Campbell,AFC Wimbledon,CAM,52,42,53,52,37,40
Pontus Carlsson,Halmstads BK,CM,52,39,52,54,39,38
Matty Carson,Reading,LB,52,47,49,45,46,34
Jack Carter,Forest Green,RB,52,37,40,49,44,33
Edward Caspers,Macarthur FC,CM,52,42,52,50,43,40
Jackson Conway,Atlanta United,ST,52,52,39,45,18,54
Warren Davis,Drogheda United,LM,52,47,47,55,28,50
